transaction_id,instrument_id,instrument_name,instrument_industry,industry_sector,buy_or_sell,units,transaction_date,transaction_time,account_number,account_first_name,account_last_name,account_gender,account_country,account_city
e19f7b44-0db2-4f9f-a33b-fef691a3fe0a,TEL,TE Connectivity Ltd.,Electronic Components,Consumer Non-Durables,SELL,8693,5/16/2018,5:33,1,Wallas,Popple,Male,Macedonia,Shtip
90e2fc43-53df-4ece-a413-dc59c837231c,DGICA,"Donegal Group, Inc.",Property-Casualty Insurers,Finance,SELL,2360,2/8/2019,5:06,3,Flori,Fishly,Female,China,Meipu
9f8e1b9d-52db-47b2-bd8f-e9793cb6b29e,PFN,PIMCO Income Strategy Fund II,n/a,n/a,SELL,9334,10/30/2018,9:56,6,Ciel,Clewarth,Female,Peru,Lampa
726ecefd-f0d5-43e6-bc71-38768bd0bc96,IHD,Voya Emerging Markets High Income Dividend Equity Fund,n/a,n/a,SELL,2742,7/25/2018,21:02,7,Emalia,Spearing,Female,China,Jiji
cc5d0aeb-9c38-45d7-ba02-7317714f0fb3,LBTYK,Liberty Global plc,Television Services,Consumer Services,SELL,789,8/13/2018,4:01,8,Olympe,Traviss,Female,Portugal,Seixo
9a8495f6-b655-4244-8603-4eadbf91f6db,BNTCW,Benitec Biopharma Limited,Major Pharmaceuticals,Health Care,SELL,7946,12/9/2018,8:57,9,Cinderella,Chong,Female,Japan,Sasayama
ef2155f8-6ccd-43a8-a3bd-4729fd372ec4,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,n/a,n/a,SELL,8625,9/28/2018,14:02,12,Albina,Eplate,Female,Albania,Belsh
cbf2f050-a056-4111-a7e4-f1e2d4487cdd,BKE,"Buckle, Inc. (The)",Clothing/Shoe/Accessory Stores,Consumer Services,SELL,4074,9/14/2018,12:27,13,Cosmo,Marjanski,Male,Poland,Zgłobień
084d8d5d-09c9-4e47-8f52-33b66ce7a658,MDGS,Medigus Ltd.,Medical/Dental Instruments,Health Care,SELL,9710,4/5/2019,18:48,14,Paten,Salzberger,Male,Poland,Koniaków
71d28ee3-13de-4039-89e0-cbb6ea69df43,CNBKA,"Century Bancorp, Inc.",Major Banks,Finance,SELL,2552,1/16/2019,16:20,15,Drona,Gipp,Female,Indonesia,Nangewer
7b645313-f89f-4b30-9fd2-2d79594e852c,ETX           ,Eaton Vance Municipal Income 2028 Term Trust,n/a,n/a,SELL,7502,9/3/2018,22:04,16,Brittan,Egginson,Female,Indonesia,Kubangsari
bf86fb55-b96c-4783-b1c1-056a78cdd7d8,ECPG,Encore Capital Group Inc,Finance Companies,Finance,SELL,2893,8/8/2018,22:53,17,Ermanno,Strother,Male,Indonesia,Sila
c2d62018-ade0-4952-9a00-e9aa749cb589,TEX,Terex Corporation,Construction/Ag Equipment/Trucks,Capital Goods,SELL,8336,7/9/2018,10:00,18,Ilene,Fogarty,Female,Philippines,Panikihan
e7b9bb36-ce32-4f83-b1f5-a3b3caed547e,OSIS,"OSI Systems, Inc.",Semiconductors,Technology,SELL,303,7/5/2018,20:10,20,Elysee,Fellow,Female,Russia,Chechen-Aul
9d96bebe-14d4-44a6-886c-c0312d6378f6,STRS,Stratus Properties Inc.,Homebuilding,Consumer Services,SELL,5351,6/28/2018,12:09,21,Darb,Bromet,Male,China,Baisha
6228c1ef-d977-4437-aefa-7750068af6b9,ITRI,"Itron, Inc.",Electrical Products,Capital Goods,SELL,3628,9/23/2018,18:36,22,Rivi,Annon,Female,Sweden,Göteborg
0748ae77-2f5a-4cde-a49c-ae28976cd1fe,NWLI,"National Western Life Group, Inc.",Life Insurance,Finance,SELL,351,4/12/2019,0:59,23,Ody,Mullins,Male,Kazakhstan,Balqash
962ec1d3-d6ba-4865-b52e-d104b8c1ebb1,CCE,Coca-Cola European Partners plc,Beverages (Production/Distribution),Consumer Non-Durables,SELL,6602,3/23/2019,18:57,24,Jameson,Shackel,Male,Netherlands,Lelystad
c2e16fac-aee9-4953-ab29-4fc1a400a4e0,DXCM,"DexCom, Inc.",Medical/Dental Instruments,Health Care,SELL,2635,7/26/2018,2:33,25,Sephira,Dennidge,Female,Brazil,Santa Isabel
039e50f2-599e-457e-974a-7b3509c2e387,SSI,"Stage Stores, Inc.",Clothing/Shoe/Accessory Stores,Consumer Services,SELL,7323,5/11/2018,3:41,28,Vina,Manoelli,Female,Japan,Ōnojō
c4cf2c84-a886-4b36-beca-00f02eab093c,XNY,China Xiniya Fashion Limited,Apparel,Consumer Non-Durables,SELL,7760,4/9/2019,13:27,29,Mame,Rowesby,Female,Finland,Kouvola
826e20d6-f7ed-4eba-bcb0-67ae8d92f03d,BGX,Blackstone GSO Long Short Credit Income Fund,n/a,n/a,SELL,5338,4/2/2019,7:52,34,Fianna,Coggings,Female,Sweden,Hässleholm
0b73d5e6-4cfe-48d4-a9e9-5d951baba7d2,BPI,"Bridgepoint Education, Inc.",Other Consumer Services,Consumer Services,SELL,641,6/4/2018,13:25,35,Lorelle,Tremonte,Female,Indonesia,Oenpeotnai
